order_id	customers	city	state	order_date	total_units	revenue	product_name	category_name	store_name	sales_rep	brand_name
350	Williemae Holloway	Oakland	CA	03/08/2016	2	939.98	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Surly
350	Williemae Holloway	Oakland	CA	03/08/2016	1	999.99	Surly Wednesday Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Surly
351	Cinda Rocha	Los Banos	CA	03/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Santa Cruz Bikes	Mireya Copeland	Electra
351	Cinda Rocha	Los Banos	CA	03/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Santa Cruz Bikes	Mireya Copeland	Electra
351	Cinda Rocha	Los Banos	CA	03/08/2016	1	599.99	Electra Townie Original 7D EQ - Women's - 2016	Cruisers Bicycles	Santa Cruz Bikes	Mireya Copeland	Electra
351	Cinda Rocha	Los Banos	CA	03/08/2016	2	5799.98	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Santa Cruz Bikes	Mireya Copeland	Trek
352	Emmitt Sanchez	New York	NY	03/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
352	Emmitt Sanchez	New York	NY	03/08/2016	1	1680.99	Surly Straggler 650b - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
353	Phylicia Stout	Canandaigua	NY	03/08/2016	2	1499.98	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Ritchey
354	Jenine Crane	Fort Worth	TX	03/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Rowlett Bikes	Kali Vargas	Electra
354	Jenine Crane	Fort Worth	TX	03/08/2016	1	449	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Pure Cycles
355	Sebrina Gross	Garland	TX	03/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
355	Sebrina Gross	Garland	TX	03/08/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
356	Sheila Goodman	Uniondale	NY	04/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
356	Sheila Goodman	Uniondale	NY	04/08/2016	2	599.98	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
356	Sheila Goodman	Uniondale	NY	04/08/2016	1	2899.99	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
357	Garry Espinoza	Forney	TX	05/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Rowlett Bikes	Kali Vargas	Electra
357	Garry Espinoza	Forney	TX	05/08/2016	1	549.99	Electra Townie Original 21D - 2016	Comfort Bicycles	Rowlett Bikes	Kali Vargas	Electra
357	Garry Espinoza	Forney	TX	05/08/2016	2	858	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Pure Cycles
357	Garry Espinoza	Forney	TX	05/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Rowlett Bikes	Kali Vargas	Trek
358	Larissa Hays	Elmont	NY	05/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
358	Larissa Hays	Elmont	NY	05/08/2016	2	898	Pure Cycles Western 3-Speed - Women's - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
358	Larissa Hays	Elmont	NY	05/08/2016	2	939.98	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Surly
358	Larissa Hays	Elmont	NY	05/08/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
359	Dorthea Walker	Port Washington	NY	07/08/2016	2	1059.98	Electra Moto 1 - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
359	Dorthea Walker	Port Washington	NY	07/08/2016	2	5999.98	Trek Conduit+ - 2016	Electric Bikes	Baldwin Bikes	Venita Daniel	Trek
359	Dorthea Walker	Port Washington	NY	07/08/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
360	Clorinda Donovan	Jamestown	NY	07/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
360	Clorinda Donovan	Jamestown	NY	07/08/2016	1	499.99	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
360	Clorinda Donovan	Jamestown	NY	07/08/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
360	Clorinda Donovan	Jamestown	NY	07/08/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
361	Demarcus Reese	Yorktown Heights	NY	08/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
361	Demarcus Reese	Yorktown Heights	NY	08/08/2016	2	939.98	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
361	Demarcus Reese	Yorktown Heights	NY	08/08/2016	1	1680.99	Surly Straggler 650b - 2016	Cyclocross Bicycles	Baldwin Bikes	Marcelene Boyer	Surly
362	Hedwig Paul	Apple Valley	CA	09/08/2016	1	749.99	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Mireya Copeland	Ritchey
363	Brain Skinner	Euless	TX	11/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Rowlett Bikes	Kali Vargas	Electra
363	Brain Skinner	Euless	TX	11/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
363	Brain Skinner	Euless	TX	11/08/2016	1	529.99	Electra Moto 1 - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
363	Brain Skinner	Euless	TX	11/08/2016	1	599.99	Electra Townie Original 7D EQ - Women's - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
364	Mariette Trevino	Utica	NY	12/08/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
365	Christel Cardenas	Long Beach	NY	13/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
366	Arielle Levine	Garland	TX	13/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Rowlett Bikes	Layla Terrell	Electra
366	Arielle Levine	Garland	TX	13/08/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Rowlett Bikes	Layla Terrell	Electra
366	Arielle Levine	Garland	TX	13/08/2016	1	2899.99	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Rowlett Bikes	Layla Terrell	Trek
367	Afton Juarez	Coram	NY	14/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
367	Afton Juarez	Coram	NY	14/08/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
367	Afton Juarez	Coram	NY	14/08/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
368	Amina Salazar	Canandaigua	NY	14/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
368	Amina Salazar	Canandaigua	NY	14/08/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Heller
368	Amina Salazar	Canandaigua	NY	14/08/2016	1	449	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
368	Amina Salazar	Canandaigua	NY	14/08/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
369	Garth Huff	Glendora	CA	15/08/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Santa Cruz Bikes	Genna Serrano	Surly
370	Raymonde Garcia	Queensbury	NY	15/08/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
370	Raymonde Garcia	Queensbury	NY	15/08/2016	2	5799.98	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
371	Ashlie Parrish	Monsey	NY	15/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
371	Ashlie Parrish	Monsey	NY	15/08/2016	1	549.99	Electra Townie Original 21D - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
372	Boyd Irwin	Hamburg	NY	16/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
372	Boyd Irwin	Hamburg	NY	16/08/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Heller
372	Boyd Irwin	Hamburg	NY	16/08/2016	1	1680.99	Surly Straggler 650b - 2016	Cyclocross Bicycles	Baldwin Bikes	Marcelene Boyer	Surly
373	Majorie Wyatt	South Ozone Park	NY	16/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
373	Majorie Wyatt	South Ozone Park	NY	16/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
373	Majorie Wyatt	South Ozone Park	NY	16/08/2016	1	549.99	Electra Townie Original 21D - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
373	Majorie Wyatt	South Ozone Park	NY	16/08/2016	2	898	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
373	Majorie Wyatt	South Ozone Park	NY	16/08/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
374	Dante Grimes	Duarte	CA	17/08/2016	1	1549	Surly Straggler - 2016	Cyclocross Bicycles	Santa Cruz Bikes	Mireya Copeland	Surly
374	Dante Grimes	Duarte	CA	17/08/2016	1	3999.99	Trek Slash 8 27.5 - 2016	Mountain Bikes	Santa Cruz Bikes	Mireya Copeland	Trek
375	Christiane Bradford	Orchard Park	NY	17/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
375	Christiane Bradford	Orchard Park	NY	17/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
375	Christiane Bradford	Orchard Park	NY	17/08/2016	2	1499.98	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Ritchey
375	Christiane Bradford	Orchard Park	NY	17/08/2016	2	5799.98	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
376	Kristel Byrd	Hicksville	NY	17/08/2016	2	599.98	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
376	Kristel Byrd	Hicksville	NY	17/08/2016	2	1499.98	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Ritchey
377	Thad Gilliam	Levittown	NY	17/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
377	Thad Gilliam	Levittown	NY	17/08/2016	1	1799.99	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
378	Alec Peck	Victoria	TX	17/08/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Rowlett Bikes	Layla Terrell	Electra
379	Hassan Nash	Hicksville	NY	18/08/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
379	Hassan Nash	Hicksville	NY	18/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Baldwin Bikes	Venita Daniel	Trek
380	Han Wade	Howard Beach	NY	19/08/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
380	Han Wade	Howard Beach	NY	19/08/2016	2	3361.98	Surly Straggler 650b - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
381	Vanessa West	New Rochelle	NY	19/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
382	Clelia Workman	New Windsor	NY	20/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
382	Clelia Workman	New Windsor	NY	20/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Baldwin Bikes	Marcelene Boyer	Trek
382	Clelia Workman	New Windsor	NY	20/08/2016	1	1799.99	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
383	Aleta Mack	Bay Shore	NY	20/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
383	Aleta Mack	Bay Shore	NY	20/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
383	Aleta Mack	Bay Shore	NY	20/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
383	Aleta Mack	Bay Shore	NY	20/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
383	Aleta Mack	Bay Shore	NY	20/08/2016	1	449	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Pure Cycles
384	Conception Slater	Bellmore	NY	20/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
384	Conception Slater	Bellmore	NY	20/08/2016	1	529.99	Electra Moto 1 - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
384	Conception Slater	Bellmore	NY	20/08/2016	1	599.99	Electra Townie Original 7D EQ - Women's - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
384	Conception Slater	Bellmore	NY	20/08/2016	1	2899.99	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
384	Conception Slater	Bellmore	NY	20/08/2016	1	1799.99	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
385	Odette Moses	Newburgh	NY	20/08/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
385	Odette Moses	Newburgh	NY	20/08/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
385	Odette Moses	Newburgh	NY	20/08/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
386	Christiana Gross	Orchard Park	NY	20/08/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
386	Christiana Gross	Orchard Park	NY	20/08/2016	2	1999.98	Surly Wednesday Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
386	Christiana Gross	Orchard Park	NY	20/08/2016	1	1799.99	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Trek
387	Jennette Wooten	Rowlett	TX	20/08/2016	1	449	Pure Cycles Western 3-Speed - Women's - 2015/2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Pure Cycles
388	Mirella Duffy	Longview	TX	21/08/2016	2	539.98	Electra Cruiser 1 (24-Inch) - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
388	Mirella Duffy	Longview	TX	21/08/2016	2	898	Pure Cycles William 3-Speed - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Pure Cycles
388	Mirella Duffy	Longview	TX	21/08/2016	1	749.99	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Rowlett Bikes	Kali Vargas	Ritchey
388	Mirella Duffy	Longview	TX	21/08/2016	1	1680.99	Surly Straggler 650b - 2016	Cyclocross Bicycles	Rowlett Bikes	Kali Vargas	Surly
389	Saturnina Garner	Glendora	CA	22/08/2016	2	1059.98	Electra Moto 1 - 2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
389	Saturnina Garner	Glendora	CA	22/08/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Heller
389	Saturnina Garner	Glendora	CA	22/08/2016	1	749.99	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Ritchey
389	Saturnina Garner	Glendora	CA	22/08/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Santa Cruz Bikes	Genna Serrano	Surly
389	Saturnina Garner	Glendora	CA	22/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Santa Cruz Bikes	Genna Serrano	Trek
390	Shirely Stanley	El Paso	TX	22/08/2016	1	299.99	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Rowlett Bikes	Layla Terrell	Electra
390	Shirely Stanley	El Paso	TX	22/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Rowlett Bikes	Layla Terrell	Trek
390	Shirely Stanley	El Paso	TX	22/08/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Rowlett Bikes	Layla Terrell	Trek
391	Elinore Aguilar	San Angelo	TX	23/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Rowlett Bikes	Layla Terrell	Electra
391	Elinore Aguilar	San Angelo	TX	23/08/2016	2	2641.98	Heller Shagamaw Frame - 2016	Mountain Bikes	Rowlett Bikes	Layla Terrell	Heller
391	Elinore Aguilar	San Angelo	TX	23/08/2016	1	1799.99	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Rowlett Bikes	Layla Terrell	Trek
392	Carley Reynolds	South El Monte	CA	23/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
392	Carley Reynolds	South El Monte	CA	23/08/2016	2	1999.98	Surly Wednesday Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Surly
393	Alysha Powers	Forest Hills	NY	25/08/2016	2	939.98	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
394	Tammera Fischer	Oakland	CA	26/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
394	Tammera Fischer	Oakland	CA	26/08/2016	1	299.99	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
394	Tammera Fischer	Oakland	CA	26/08/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
395	Hans Price	Port Chester	NY	26/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
396	Timothy Byers	Ronkonkoma	NY	27/08/2016	1	549.99	Electra Townie Original 21D - 2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
396	Timothy Byers	Ronkonkoma	NY	27/08/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
396	Timothy Byers	Ronkonkoma	NY	27/08/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Heller
397	Son Warner	Rockville Centre	NY	28/08/2016	1	3999.99	Trek Slash 8 27.5 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
398	Chasidy Tran	Vista	CA	29/08/2016	1	499.99	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Santa Cruz Bikes	Mireya Copeland	Electra
398	Chasidy Tran	Vista	CA	29/08/2016	1	429	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Santa Cruz Bikes	Mireya Copeland	Pure Cycles
398	Chasidy Tran	Vista	CA	29/08/2016	2	898	Pure Cycles Western 3-Speed - Women's - 2015/2016	Cruisers Bicycles	Santa Cruz Bikes	Mireya Copeland	Pure Cycles
398	Chasidy Tran	Vista	CA	29/08/2016	2	3599.98	Trek Remedy 29 Carbon Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Mireya Copeland	Trek
399	Lee Roman	Brentwood	NY	29/08/2016	1	269.99	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
399	Lee Roman	Brentwood	NY	29/08/2016	1	499.99	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
399	Lee Roman	Brentwood	NY	29/08/2016	2	3361.98	Surly Straggler 650b - 2016	Cyclocross Bicycles	Baldwin Bikes	Venita Daniel	Surly
400	Alline Beasley	North Tonawanda	NY	29/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
400	Alline Beasley	North Tonawanda	NY	29/08/2016	2	1999.98	Surly Wednesday Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
400	Alline Beasley	North Tonawanda	NY	29/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Baldwin Bikes	Marcelene Boyer	Trek
401	Sylvie Wilkerson	Syosset	NY	30/08/2016	1	299.99	Electra Girl's Hawaii 1 (20-inch) - 2015/2016	Children Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
401	Sylvie Wilkerson	Syosset	NY	30/08/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Baldwin Bikes	Marcelene Boyer	Surly
402	Corina Lynch	Rosedale	NY	30/08/2016	1	599.99	Electra Townie Original 7D EQ - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
402	Corina Lynch	Rosedale	NY	30/08/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Heller
402	Corina Lynch	Rosedale	NY	30/08/2016	2	939.98	Surly Ice Cream Truck Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
403	Salena Day	San Lorenzo	CA	31/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Children Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
403	Salena Day	San Lorenzo	CA	31/08/2016	1	549.99	Electra Townie Original 21D - 2016	Comfort Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
403	Salena Day	San Lorenzo	CA	31/08/2016	2	1099.98	Electra Townie Original 21D - 2016	Cruisers Bicycles	Santa Cruz Bikes	Genna Serrano	Electra
403	Salena Day	San Lorenzo	CA	31/08/2016	2	7999.98	Trek Slash 8 27.5 - 2016	Mountain Bikes	Santa Cruz Bikes	Genna Serrano	Trek
404	Laverna Hernandez	Niagara Falls	NY	31/08/2016	2	999.98	Electra Townie Original 7D - 2015/2016	Comfort Bicycles	Baldwin Bikes	Venita Daniel	Electra
404	Laverna Hernandez	Niagara Falls	NY	31/08/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
404	Laverna Hernandez	Niagara Falls	NY	31/08/2016	1	2999.99	Trek Conduit+ - 2016	Electric Bikes	Baldwin Bikes	Venita Daniel	Trek
405	Genevieve Juarez	New Hyde Park	NY	31/08/2016	2	539.98	Electra Girl's Hawaii 1 (16-inch) - 2015/2016	Cruisers Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
405	Genevieve Juarez	New Hyde Park	NY	31/08/2016	2	3098	Surly Straggler - 2016	Cyclocross Bicycles	Baldwin Bikes	Marcelene Boyer	Surly
405	Genevieve Juarez	New Hyde Park	NY	31/08/2016	2	1999.98	Surly Wednesday Frameset - 2016	Mountain Bikes	Baldwin Bikes	Marcelene Boyer	Surly
406	Eliz Lynch	Uniondale	NY	31/08/2016	1	2899.99	Trek Fuel EX 8 29 - 2016	Mountain Bikes	Baldwin Bikes	Venita Daniel	Trek
407	Keri Bridges	Richardson	TX	01/09/2016	1	599.99	Electra Townie Original 7D EQ - Women's - 2016	Cruisers Bicycles	Rowlett Bikes	Kali Vargas	Electra
407	Keri Bridges	Richardson	TX	01/09/2016	1	1320.99	Heller Shagamaw Frame - 2016	Mountain Bikes	Rowlett Bikes	Kali Vargas	Heller
408	Shemeka Lyons	Pomona	CA	01/09/2016	2	858	Pure Cycles Vine 8-Speed - 2016	Cruisers Bicycles	Santa Cruz Bikes	Mireya Copeland	Pure Cycles
408	Shemeka Lyons	Pomona	CA	01/09/2016	1	449	Pure Cycles Western 3-Speed - Women's - 2015/2016	Cruisers Bicycles	Santa Cruz Bikes	Mireya Copeland	Pure Cycles
408	Shemeka Lyons	Pomona	CA	01/09/2016	2	1499.98	Ritchey Timberwolf Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Mireya Copeland	Ritchey
408	Shemeka Lyons	Pomona	CA	01/09/2016	1	999.99	Surly Wednesday Frameset - 2016	Mountain Bikes	Santa Cruz Bikes	Mireya Copeland	Surly
409	Luke Fuller	Hempstead	NY	01/09/2016	1	269.99	Electra Cruiser 1 (24-Inch) - 2016	Children Bicycles	Baldwin Bikes	Venita Daniel	Electra
409	Luke Fuller	Hempstead	NY	01/09/2016	1	529.99	Electra Moto 1 - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
409	Luke Fuller	Hempstead	NY	01/09/2016	2	1199.98	Electra Townie Original 7D EQ - 2016	Cruisers Bicycles	Baldwin Bikes	Venita Daniel	Electra
410	Herminia Reyes	Centereach	NY	01/09/2016	2	1099.98	Electra Townie Original 21D - 2016	Comfort Bicycles	Baldwin Bikes	Marcelene Boyer	Electra
